"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"ALGN","Align Technology, Inc.","90.25","$7.19B","2001","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/algn",
"ALIM","Alimera Sciences, Inc.","1.205","$78.16M","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alim",
"ALJJ","ALJ Regional Holdings, Inc.","4.5799","$158.02M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/aljj",
"ALKS","Alkermes plc","59.08","$8.98B","1991","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alks",
"Y","Alleghany Corporation","556.49","$8.58B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/y",
"ATI","Allegheny Technologies Incorporated","17.77","$1.94B","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/ati",
"ABTX","Allegiance Bancshares, Inc.","30.8","$396.57M","2015","Finance","Major Banks","http://www.nasdaq.com/symbol/abtx",
"ALGT","Allegiant Travel Company","161.35","$2.67B","2006","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/algt",
"ALLE","Allegion plc","68.59","$6.59B","2013","Consumer Services","Diversified Commercial Services","http://www.nasdaq.com/symbol/alle",
"AGN","Allergan plc.","202.1","$75.78B","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/agn",
"AGN^A","Allergan plc.","737","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agn^a",
"ALE","Allete, Inc.","60.56","$3B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/ale",
"AKP","Alliance California Municipal Income Fund Inc","13.51","$115.57M","2002","n/a","n/a","http://www.nasdaq.com/symbol/akp",
"ADS","Alliance Data Systems Corporation","210.8","$12.18B","2001","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ads",
"AIQ","Alliance HealthCare Services, Inc.","7.5","$80.54M","2001","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/aiq",
"AHGP","Alliance Holdings GP, L.P.","28.815","$1.72B","2006","Energy","Coal Mining","http://www.nasdaq.com/symbol/ahgp",
"AMMA","Alliance MMA, Inc.","4.07","$40.7M","2016","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/amma",
"AFB","Alliance National Municipal Income Fund Inc","13.08","$375.98M","2002","n/a","n/a","http://www.nasdaq.com/symbol/afb",
"AOI","Alliance One International, Inc.","16.9","$164.39M","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/aoi",
"ARLP","Alliance Resource Partners, L.P.","24.55","$1.83B","1999","Energy","Coal Mining","http://www.nasdaq.com/symbol/arlp",
"AWF","Alliance World Dollar Government Fund II","11.35","$978.71M","1993","n/a","n/a","http://www.nasdaq.com/symbol/awf",
"AB","AllianceBernstein Holding L.P.","23.85","$2.26B","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/ab",
"LNT","Alliant Energy Corporation","35.51","$8.08B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/lnt",
"NCV","AllianzGI Convertible & Income Fund","5.86","$516.77M","2003","n/a","n/a","http://www.nasdaq.com/symbol/ncv",
"NCZ","AllianzGI Convertible & Income Fund II","5.21","$387.78M","2003","n/a","n/a","http://www.nasdaq.com/symbol/ncz",
"ACV","AllianzGI Diversified Income & Convertible Fund","17.41","$178.89M","2015","n/a","n/a","http://www.nasdaq.com/symbol/acv",
"NIE","AllianzGI Equity & Convertible Income Fund","18.26","$505.97M","2007","n/a","n/a","http://www.nasdaq.com/symbol/nie",
"NFJ","AllianzGI NFJ Dividend, Interest & Premium Strategy Fund","12.36","$1.17B","2005","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/nfj",
"AHPI","Allied Healthcare Products, Inc.","1.15","$9.23M","1992","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ahpi",
"AMOT","Allied Motion Technologies, Inc.","21.12","$197.92M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/amot",
"AWH","Allied World Assurance Company Holdings, AG","45.84","$3.99B","2006","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/awh",
"ALQA","Alliqua BioMedical, Inc.","0.63","$18.69M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/alqa",
"ALSN","Allison Transmission Holdings, Inc.","30.62","$5.06B","2012","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/alsn",
"ALLT","Allot Communications Ltd.","4.71","$158.06M","2006","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/allt",
"MDRX","Allscripts Healthcare Solutions, Inc.","10.45","$1.93B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/mdrx",
"ALL","Allstate Corporation (The)","70.69","$26.03B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/all",
"ALL^A","Allstate Corporation (The)","24.62","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^a",
"ALL^B","Allstate Corporation (The)","24.9056","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^b",
"ALL^C","Allstate Corporation (The)","25.765","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^c",
"ALL^D","Allstate Corporation (The)","25.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^d",
"ALL^E","Allstate Corporation (The)","25.75","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^e",
"ALL^F","Allstate Corporation (The)","25.05","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^f",
"ALLY","Ally Financial Inc.","19.03","$8.97B","2014","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ally",
"ALLY^A","Ally Financial Inc.","24.97","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ally^a",
"AAU","Almaden Minerals, Ltd.","1.18","$101.53M","2015","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/aau",
"AFAM","Almost Family Inc","43","$446.05M","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/afam",
"ALNY","Alnylam Pharmaceuticals, Inc.","50.05","$4.29B","2004","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alny",
"ALJ","Alon USA Energy, Inc.","8.5","$608.58M","2005","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/alj",
"ALDW","Alon USA Partners, LP","8.41","$525.8M","2012","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/aldw",
"AOSL","Alpha and Omega Semiconductor Limited","21.24","$494.8M","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/aosl",
"APT","Alpha Pro Tech, Ltd.","3.34","$54.45M","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/apt",
"GOOG","Alphabet Inc.","736.08","$507.33B","2004","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/goog",
"GOOGL","Alphabet Inc.","753.22","$519.15B","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/googl",
"SMCP","AlphaMark Actively Managed Small Cap ETF","21.472","$23.62M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/smcp",
"ATEC","Alphatec Holdings, Inc.","5.2","$46.33M","2006","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/atec",
"AGD","Alpine Global Dynamic Dividend Fund","8.28","$103.91M","2006","n/a","n/a","http://www.nasdaq.com/symbol/agd",
"AWP","Alpine Global Premier Properties Fund","4.97","$424.48M","2007","n/a","n/a","http://www.nasdaq.com/symbol/awp",
"AOD","Alpine Total Dynamic Dividend Fund","7.27","$782.2M","2007","n/a","n/a","http://www.nasdaq.com/symbol/aod",
"AAMC","Altisource Asset Management Corp","33","$52.13M","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/aamc",
"ASPS","Altisource Portfolio Solutions S.A.","25.33","$478.17M","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/asps",
"RESI","Altisource Residential Corporation","11.42","$615.19M","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/resi",
"AIMC","Altra Industrial Motion Corp.","34.75","$899.48M","2006","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aimc",
"MO","Altria Group","61.19","$119.34B","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/mo",
"ACH","Aluminum Corporation of China Limited","10.84","$6.46B","2001","Basic Industries","Aluminum","http://www.nasdaq.com/symbol/ach",
"AMAG","AMAG Pharmaceuticals, Inc.","31.5","$1.08B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/amag",
"AMRN","Amarin Corporation plc","3.2701","$882.77M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/amrn",
"AMRK","A-Mark Precious Metals, Inc.","16.63","$116.93M","n/a","Basic Industries","Other Specialty Stores","http://www.nasdaq.com/symbol/amrk",
"AYA","Amaya Inc.","15.45","$2.24B","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/aya",
"AMZN","Amazon.com, Inc.","719.19","$341.74B","1997","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/amzn",
"AMBC","Ambac Financial Group, Inc.","22.79","$1.03B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ambc",
"AMBCW","Ambac Financial Group, Inc.","11.6","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ambcw",
"AMBA","Ambarella, Inc.","60","$1.96B","2012","Technology","Semiconductors","http://www.nasdaq.com/symbol/amba",
"AMBR","Amber Road, Inc.","10.03","$269M","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ambr",
"ABEV","Ambev S.A.","5.01","$78.65B","2013","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/abev",
"AMC","AMC Entertainment Holdings, Inc.","34.5","$3.36B","2013","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/amc",
"AMCX","AMC Networks Inc.","54.89","$3.87B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/amcx",
"DIT","AMCON Distributing Company","93.723","$64.67M","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/dit",
"DOX","Amdocs Limited","58.28","$8.62B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/dox",
"AMFW","Amec Plc Ord","5.29","$2.08B","2014","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/amfw",
"AMDA","Amedica Corporation","0.7978","$18.81M","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/amda",
"AMED","Amedisys Inc","41.21","$1.38B","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/amed",
"UHAL","Amerco","333.36","$6.54B","n/a","Consumer Services","Rental/Leasing Companies","http://www.nasdaq.com/symbol/uhal",
"AEE","Ameren Corporation","48.62","$11.8B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/aee",
"AMRC","Ameresco, Inc.","6","$275.09M","2010","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/amrc",
"ATAX","America First Multifamily Investors, L.P.","5.75","$346.45M","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/atax",
"AMOV","America Movil, S.A.B. de C.V.","11","$36.06B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/amov",
"AMX","America Movil, S.A.B. de C.V.","11.3","$37.04B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/amx",
"AAL","American Airlines Group, Inc.","43.4","$22.49B","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/aal",
"AAT","American Assets Trust, Inc.","41.01","$1.87B","2011","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/aat",
"AXL","American Axle & Manufacturing Holdings, Inc.","14.49","$1.11B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/axl",
"ACC","American Campus Communities Inc","47.42","$6.26B","2004","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/acc",
"ACSF","American Capital Senior Floating, Ltd.","11.45","$114.5M","2014","n/a","n/a","http://www.nasdaq.com/symbol/acsf",
"ACAS","American Capital, Ltd.","17.04","$3.68B","1997","n/a","n/a","http://www.nasdaq.com/symbol/acas",
"ADGE","American DG Energy Inc.","0.3102","$15.72M","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/adge",
"AEO","American Eagle Outfitters, Inc.","18.36","$3.34B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/aeo",
"AEP","American Electric Power Company, Inc.","58.72","$28.87B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/aep",
"AETI","American Electric Technologies, Inc.","1.6","$13.33M","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aeti",
"AEL","American Equity Investment Life Holding Company","21.16","$1.86B","2003","Finance","Life Insurance","http://www.nasdaq.com/symbol/ael",
"AXP","American Express Company","72.42","$66.28B","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/axp",
"AFCO","American Farmland Company","7.18","$121.5M","2015","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/afco",
"AFA","American Financial Group, Inc.","24.4","n/a","2012","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afa",
"AFG","American Financial Group, Inc.","80.56","$7B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afg",
"AFGE","American Financial Group, Inc.","24.9859","n/a","2014","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afge",
"AFGH","American Financial Group, Inc.","24.66","n/a","2015","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afgh",
"AFW","American Financial Group, Inc.","25.21","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afw",
"AMH","American Homes 4 Rent","20.53","$4.9B","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/amh",
"AMH^A","American Homes 4 Rent","27.3","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/amh^a",
"AMH^B","American Homes 4 Rent","27.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amh^b",
"AMH^C","American Homes 4 Rent","27.15","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amh^c",
"AMH^D","American Homes 4 Rent","24.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amh^d",
"AMH^E","American Homes 4 Rent","23.7","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amh^e",
"AIG","American International Group, Inc.","64.45","$66.2B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/aig",
"AIG.WS","American International Group, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aig.ws",
"ALN","American Lorain Corporation","0.6705","$25.65M","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/aln",
"AMID","American Midstream Partners, LP","13.7","$427.95M","2011","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/amid",
"AMNB","American National Bankshares, Inc.","30.35","$261.48M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/amnb",
"ANAT","American National Insurance Company","121.9","$3.28B","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/anat",
"APEI","American Public Education, Inc.","22.1","$355.2M","2007","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/apei",
"ARII","American Railcar Industries, Inc.","43.13","$835.08M","2006","Capital Goods","Railroads","http://www.nasdaq.com/symbol/arii",
"ARL","American Realty Investors, Inc.","7.26","$112.63M","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/arl",
"ARA","American Renal Associates Holdings, Inc","20.17","$622.61M","2016","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/ara",
"AMRB","American River Bankshares","13.3","$88.53M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/amrb",
"AMS","American Shared Hospital Services","3.2","$17.18M","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/ams",
"AMSWA","American Software, Inc.","10.64","$309.66M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/amswa",
"AWR","American States Water Company","41.29","$1.51B","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/awr",
"AMSC","American Superconductor Corporation","8.24","$117M","1991","Consumer Durables","Metal Fabrications","http://www.nasdaq.com/symbol/amsc",
"AMT","American Tower Corporation (REIT)","102.57","$43.66B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/amt",
"AMT^A","American Tower Corporation (REIT)","102.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amt^a",
"AMT^B","American Tower Corporation (REIT)","100.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amt^b",
"AVD","American Vanguard Corporation","17.5","$513.8M","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/avd",
"AWK","American Water Works","70.61","$12.57B","2008","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/awk",
"AMWD","American Woodmark Corporation","79.95","$1.3B","1986","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/amwd",
"CRMT","America&#39;s Car-Mart, Inc.","41.75","$327.16M","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/crmt",
"APU","AmeriGas Partners, L.P.","43.69","$4.06B","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/apu",
"AMP","AMERIPRISE FINANCIAL SERVICES, INC.","114.26","$18.06B","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/amp",
"ABCB","Ameris Bancorp","42.55","$1.49B","1994","Finance","Major Banks","http://www.nasdaq.com/symbol/abcb",
"AMSF","AMERISAFE, Inc.","62.35","$1.2B","2005","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/amsf",
"ASRV","AmeriServ Financial Inc.","3.4","$64.27M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/asrv",
